Substance,Author,Year,OutputID,Assessment,qualfier,value,unit,Population
Hexyl salicylate,EFSA FEEDAP,2012,607,critical study not identified,,,,Workers
Hexyl tetradecanoate,EFSA AFC,2008,2252,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Hexyl valerate,EFSA AFC,2008,2252,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Hexylamine,EFSA AFC,2008,2263,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Hexylamine,EFSA CEF,2011,2080,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Hexylamine,EFSA CEF,2015,2601,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Hexythiazox,EFSA,2010,1240,ADI,=,0.0300000000,mg/kg bw/day,Consumers
Hexythiazox,EFSA,2010,1240,AOEL,=,0.0090000000,mg/kg bw/day,Workers
Hydrogenated homopolymers and/or copolymers made of 1-decene and/or 1-dodecene and/or 1-octene,EFSA AFC,2006,328,critical study not identified,,,,Consumers
Hydrogenated homopolymers and/or copolymers made of 1-hexene and/or 1-octene and/or 1-decene and/or 1-dodecene and/or 1-tetradecene (Mw: 440-12000),EFSA AFC,2008,326,critical study not identified,,,,Consumers
Hydrogenated homopolymers and/or copolymers made of 1-hexene and/or 1-octene and/or 1-decene and/or 1-dodecene and/or 1-tetradecene (Mw: 440-12000),EFSA CEF,2010,428,critical study not identified,,,,Consumers
Hydrogenated poly-1-decene,EFSA FAF,2020,3499,ADI,=,20.0000000000,mg/kg bw/day,Consumers
Hydroxy analogue of selenomethionine,EFSA FEEDAP,2013,2175,critical study not identified,,,,Workers
Hydroxy-terbuthylazine,EFSA,2011,1279,ADI,=,0.0040000000,mg/kg bw/day,Consumers
Hydroxy-terbuthylazine,EFSA,2011,1279,AOEL,=,0.0032000000,mg/kg bw/day,Workers
Hydroxy-terbuthylazine,EFSA,2011,1279,ARfD,=,0.0080000000,mg/kg bw,Consumers
Hydroxy-terbuthylazine,EFSA,2019,3297,ADI,=,0.0040000000,mg/kg bw/day,Consumers
Hydroxy-terbuthylazine,EFSA,2019,3297,ARfD,=,0.0080000000,mg/kg bw/day,Consumers
Hymexazol,EFSA,2010,1220,ADI,=,0.1700000000,mg/kg bw/day,Consumers
Hymexazol,EFSA,2010,1220,AOEL,=,0.1700000000,mg/kg bw/day,Workers
Hymexazol,EFSA,2010,1220,ARfD,=,0.5000000000,mg/kg bw,Consumers
IN-SXS67 (Oxathiapiprolin metabolite),EFSA,2016,2828,ADI,=,1.1570000000,mg/kg bw/day,Consumers
Imazalil,EFSA,2010,1208,ADI,=,0.0250000000,mg/kg bw/day,Consumers
Imazalil,EFSA,2010,1208,AOEL,=,0.0500000000,mg/kg bw/day,Workers
Imazalil,EFSA,2010,1208,ARfD,=,0.0500000000,mg/kg bw,Consumers
Imazalil,EFSA PPR,2007,778,ARfD,=,0.0500000000,mg/kg bw,Consumers
Imazalil,EFSA PPR,2007,778,ARfD,=,0.1000000000,mg/kg bw,Consumers
Imazamox,EFSA,2016,2790,ADI,=,3.0000000000,mg/kg bw/day,Consumers
Imazamox,EFSA,2016,2790,AOEL,=,2.2500000000,mg/kg bw/day,Workers
Imazamox,EFSA,2016,2790,ARfD,=,3.0000000000,mg/kg bw,Consumers
Imazaquin,EFSA,2011,1278,ADI,=,0.2500000000,mg/kg bw/day,Consumers
Imazaquin,EFSA,2011,1278,AOEL,=,0.2500000000,mg/kg bw/day,Workers
Imazosulfuron,EFSA,2017,2927,AAOEL,=,0.2500000000,mg/kg bw/day,Workers
Imazosulfuron,EFSA,2017,2927,ADI,=,0.2500000000,mg/kg bw/day,Consumers
Imazosulfuron,EFSA,2017,2927,AOEL,=,0.2500000000,mg/kg bw/day,Workers
Imazosulfuron,EFSA,2017,2927,ARfD,=,0.2500000000,mg/kg bw/day,Consumers
Imidacloprid,EFSA,2008,1130,ADI,=,0.0600000000,mg/kg bw/day,Consumers
Imidacloprid,EFSA,2008,1130,AOEL,=,0.0800000000,mg/kg bw/day,Workers
Imidacloprid,EFSA,2008,1130,ARfD,=,0.0800000000,mg/kg bw,Consumers
Imidacloprid,EFSA,2014,2541,AOEL,=,0.0800000000,mg/kg bw/day,Workers
Imidacloprid,EFSA PPR,2013,2661,ADI,=,0.0600000000,mg/kg bw/day,Consumers
Imidacloprid,EFSA PPR,2013,2661,AOEL,=,0.0600000000,mg/kg bw/day,Workers
Imidacloprid,EFSA PPR,2013,2661,ARfD,=,0.0600000000,mg/kg bw/day,Consumers
Imidazolidin-2-one,EFSA,2019,3605,ADI,=,0.0600000000,mg/kg bw/day,Consumers
Imidazolidin-2-one,EFSA,2019,3605,ARfD,=,0.3700000000,mg/kg bw/day,Consumers
Indigo Carmine,EFSA ANS,2014,2522,ADI,=,5.0000000000,mg/kg bw/day,Consumers
Indigo Carmine,EFSA FEEDAP,2015,2648,MSI/FC,<,250.0000000000,mg/kg,Animal not used for food production - unspecified
Indigo Carmine,EFSA FEEDAP,2015,2648,MSI/FC,<,1000.0000000000,mg/kg,Fish
Indole,EFSA AFC,2009,2307,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Indole,EFSA CEF,2014,2441,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Indole,EFSA CEF,2015,2600,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Indole,EFSA CEF,2018,3044,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Indole,EFSA FEEDAP,2016,2769,MSI/FC,=,1.0000000000,mg/kg,Pigs
Indole,EFSA FEEDAP,2016,2769,MSI/FC,=,1.0000000000,mg/kg,Poultry
Indole,EFSA FEEDAP,2016,2769,MSI/FC,=,1.5000000000,mg/kg,Animal not used for food production - unspecified
Indole,EFSA FEEDAP,2016,2769,MSI/FC,=,1.5000000000,mg/kg,Cattle
Indole,EFSA FEEDAP,2016,2769,MSI/FC,=,1.5000000000,mg/kg,Salmons
Indoxacarb,EFSA,2018,3026,AAOEL,=,0.0030000000,mg/kg bw/day,Workers
Indoxacarb,EFSA,2018,3026,ADI,=,0.0050000000,mg/kg bw/day,Consumers
Indoxacarb,EFSA,2018,3026,AOEL,=,0.0030000000,mg/kg bw/day,Workers
Indoxacarb,EFSA,2018,3026,ARfD,=,0.0050000000,mg/kg bw/day,Consumers
Indoxacarb,EFSA PPR,2012,775,ARfD,=,0.1250000000,mg/kg bw/day,Consumers
Inorganic mercury,EFSA CONTAM,2008,44,TDI,=,2.0000000000,µg/kg bw/day,Consumers
Inorganic mercury,EFSA CONTAM,2012,2164,TWI,=,4.0000000000,µg/kg bw/week,Consumers
Inositol,EFSA FEEDAP,2016,2840,critical study not identified,,,,Consumers
Iodine (total),EFSA FEEDAP,2005,264,MTD,<,3.5000000000,mg/kg,Horse
Iodine (total),EFSA FEEDAP,2005,264,MTD,<=,6.0000000000,mg/kg,Chicken for egg production - adults
Iodine (total),EFSA FEEDAP,2005,264,MTD,=,64.0000000000,mg/kg,Trouts
Iodine (total),EFSA FEEDAP,2005,264,MTD,=,86.0000000000,mg/kg,Salmons
Iodine (total),EFSA FEEDAP,2005,264,MTD,=,300.0000000000,mg/kg,Pigs
Iodine (total),EFSA FEEDAP,2005,264,MTD,>,60.0000000000,mg/kg,Fish
Iodine (total),EFSA FEEDAP,2005,264,MTD,>=,4.0000000000,mg/kg,Dogs as pet
Iodine (total),EFSA FEEDAP,2005,264,MTD,>=,6.0000000000,mg/kg,Cats as pet
Iodine (total),EFSA FEEDAP,2013,2184,critical study not identified,,,,Workers
Iodine (total),EFSA NDA,2014,3306,AI,=,70.0000000000,µg/day,Consumers - Infants 7-11 months
Iodine (total),EFSA NDA,2014,3306,AI,=,90.0000000000,µg/day,Consumers - Children 1-3 years
Iodine (total),EFSA NDA,2014,3306,AI,=,90.0000000000,µg/day,Consumers - Children 4-6 years
Iodine (total),EFSA NDA,2014,3306,AI,=,90.0000000000,µg/day,Consumers - Children 7-10 years
Iodine (total),EFSA NDA,2014,3306,AI,=,120.0000000000,µg/day,Consumers - Children 11-14 years
Iodine (total),EFSA NDA,2014,3306,AI,=,130.0000000000,µg/day,Consumers - Children 15-17 years
Iodine (total),EFSA NDA,2014,3306,AI,=,150.0000000000,µg/day,Consumers - Adults >=18 years
Iodine (total),EFSA NDA,2014,3306,AI,=,200.0000000000,µg/day,Consumers - Lactating women >= 18 years
Iodine (total),EFSA NDA,2014,3306,AI,=,200.0000000000,µg/day,Consumers - Pregnant women >= 18 years
Iodine (total),SCF,2002,3760,UL,=,200.0000000000,µg/day,Consumers - Children 1-3 years
Iodine (total),SCF,2002,3760,UL,=,250.0000000000,µg/day,Consumers - Children 4-6 years
Iodine (total),SCF,2002,3760,UL,=,300.0000000000,µg/day,Consumers - Children 7-10 years
Iodine (total),SCF,2002,3760,UL,=,450.0000000000,µg/day,Consumers - Children 11-14 years
Iodine (total),SCF,2002,3760,UL,=,500.0000000000,µg/day,Consumers - Children 15-17 years
Iodine (total),SCF,2002,3760,UL,=,600.0000000000,µg/day,Consumers - Adults >=18 years
Iodine (total),SCF,2002,3760,UL,=,600.0000000000,µg/day,Consumers - Lactating women >= 18 years
Iodine (total),SCF,2002,3760,UL,=,600.0000000000,µg/day,Consumers - Pregnant women >= 18 years
Iodosulfuron-methyl-sodium,EFSA,2016,2804,ADI,=,0.0300000000,mg/kg bw/day,Consumers
Iodosulfuron-methyl-sodium,EFSA,2016,2804,AOEL,=,0.0500000000,mg/kg bw/day,Workers
Iodosulfuron-methyl-sodium,EFSA,2016,2804,ARfD,=,3.1500000000,mg/kg bw,Consumers
Ipconazole,EFSA,2013,2216,ADI,=,0.0150000000,mg/kg bw/day,Consumers
Ipconazole,EFSA,2013,2216,AOEL,=,0.0150000000,mg/kg bw/day,Workers
Ipconazole,EFSA,2013,2216,ARfD,=,0.0150000000,mg/kg bw,Consumers
Iprodione,EFSA,2016,2894,AAOEL,=,0.0400000000,mg/kg bw/day,Workers
Iprodione,EFSA,2016,2894,ADI,=,0.0200000000,mg/kg bw/day,Consumers
Iprodione,EFSA,2016,2894,AOEL,=,0.0400000000,mg/kg bw/day,Workers
Iprodione,EFSA,2016,2894,ARfD,=,0.0600000000,mg/kg bw/day,Consumers
Iprodione metabolite (M 610F007),EFSA,2016,2894,ADI,=,0.0005000000,mg/kg bw/day,Consumers
Iprodione metabolite (M 610F007),EFSA,2016,2894,ARfD,=,0.0075000000,mg/kg bw/day,Consumers
Iprodione metabolite (RP 32490),EFSA,2016,2894,AAOEL,=,0.0400000000,mg/kg bw/day,Workers
Iprodione metabolite (RP 32490),EFSA,2016,2894,ADI,=,0.0200000000,mg/kg bw/day,Consumers
Iprodione metabolite (RP 32490),EFSA,2016,2894,AOEL,=,0.0400000000,mg/kg bw/day,Workers
Iprodione metabolite (RP 32490),EFSA,2016,2894,ARfD,=,0.0600000000,mg/kg bw/day,Consumers
Iprodione metabolite (RP 36114),EFSA,2016,2894,AAOEL,=,0.0400000000,mg/kg bw/day,Workers
Iprodione metabolite (RP 36114),EFSA,2016,2894,ADI,=,0.0200000000,mg/kg bw/day,Consumers
Iprodione metabolite (RP 36114),EFSA,2016,2894,AOEL,=,0.0400000000,mg/kg bw/day,Workers
Iprodione metabolite (RP 36114),EFSA,2016,2894,ARfD,=,0.0600000000,mg/kg bw/day,Consumers
Iprovalicarb,EFSA,2015,2637,ADI,=,0.0150000000,mg/kg bw/day,Consumers
Iprovalicarb,EFSA,2015,2637,AOEL,=,0.0150000000,mg/kg bw/day,Workers
Iron (total),EFSA,2015,2609,ADI,=,0.8000000000,mg/kg bw/day,Consumers
Iron (total),EFSA,2015,2609,AOEL,=,0.4000000000,mg/kg bw/day,Workers
Iron (total),EFSA AFC,2006,374,TDI (provisional),=,0.8000000000,mg/kg bw/day,Consumers
Iron (total),EFSA AFC,2008,323,critical study not identified,,,,Consumers
Iron (total),EFSA ANS,2009,544,UL,=,45.0000000000,mg/day,Consumers
Iron (total),EFSA ANS,2010,546,MTDI (provisional),=,0.8000000000,mg/kg bw/day,Consumers
Iron (total),EFSA ANS,2010,547,MTDI (provisional),=,0.8000000000,mg/kg bw/day,Consumers
Iron (total),EFSA CEF,2012,600,MTDI (provisional),=,0.8000000000,mg/kg bw/day,Consumers
Iron (total),EFSA NDA,2015,3318,AR,=,5.0000000000,mg/day,Consumers - Children 1-6 years
Iron (total),EFSA NDA,2015,3318,AR,=,6.0000000000,mg/day,Consumers - Adults >=18 years
Iron (total),EFSA NDA,2015,3318,AR,=,6.0000000000,mg/day,Consumers - Postmenopausal women
Iron (total),EFSA NDA,2015,3318,AR,=,7.0000000000,mg/day,Consumers - Children 12-17 years
Iron (total),EFSA NDA,2015,3318,AR,=,7.0000000000,mg/day,Consumers - Lactating women >= 18 years
Iron (total),EFSA NDA,2015,3318,AR,=,7.0000000000,mg/day,Consumers - Pregnant women >= 18 years
Iron (total),EFSA NDA,2015,3318,AR,=,7.0000000000,mg/day,Consumers - Premenopausal women
Iron (total),EFSA NDA,2015,3318,AR,=,8.0000000000,mg/day,Consumers - Children 12-17 years
Iron (total),EFSA NDA,2015,3318,AR,=,8.0000000000,mg/day,Consumers - Children 7-11 years
Iron (total),EFSA NDA,2015,3318,AR,=,8.0000000000,mg/day,Consumers - Infants 7-11 months
Iron (total),EFSA NDA,2015,3318,PRI,=,7.0000000000,mg/day,Consumers - Children 1-6 years
Iron (total),EFSA NDA,2015,3318,PRI,=,11.0000000000,mg/day,Consumers - Adults >=18 years
Iron (total),EFSA NDA,2015,3318,PRI,=,11.0000000000,mg/day,Consumers - Children 12-17 years
Iron (total),EFSA NDA,2015,3318,PRI,=,11.0000000000,mg/day,Consumers - Children 7-11 years
Iron (total),EFSA NDA,2015,3318,PRI,=,11.0000000000,mg/day,Consumers - Infants 7-11 months
Iron (total),EFSA NDA,2015,3318,PRI,=,11.0000000000,mg/day,Consumers - Postmenopausal women
Iron (total),EFSA NDA,2015,3318,PRI,=,13.0000000000,mg/day,Consumers - Children 12-17 years
Iron (total),EFSA NDA,2015,3318,PRI,=,16.0000000000,mg/day,Consumers - Lactating women >= 18 years
Iron (total),EFSA NDA,2015,3318,PRI,=,16.0000000000,mg/day,Consumers - Pregnant women >= 18 years
Iron (total),EFSA NDA,2015,3318,PRI,=,16.0000000000,mg/day,Consumers - Premenopausal women
Iron Phosphide,EFSA AFC,2004,341,critical study not identified,,,,Consumers
"Iron chelate of amino acids, hydrate",EFSA FEEDAP,2013,2347,MSI/FC,=,250.0000000000,mg/kg,Pigs
"Iron chelate of amino acids, hydrate",EFSA FEEDAP,2013,2347,MSI/FC,=,450.0000000000,mg/kg,Cattle
"Iron chelate of amino acids, hydrate",EFSA FEEDAP,2013,2347,MSI/FC,=,450.0000000000,mg/kg,Poultry
"Iron chelate of amino acids, hydrate",EFSA FEEDAP,2013,2347,MSI/FC,=,500.0000000000,mg/kg,Goat
"Iron chelate of amino acids, hydrate",EFSA FEEDAP,2013,2347,MSI/FC,=,500.0000000000,mg/kg,Sheep
"Iron chelate of amino acids, hydrate",EFSA FEEDAP,2013,2347,MSI/FC,=,600.0000000000,mg/kg,Animal not used for food production - unspecified
"Iron chelate of amino acids, hydrate",EFSA FEEDAP,2013,2347,critical study not identified,,,,Workers
Iron dextran 10%,EFSA FEEDAP,2017,2921,critical study not identified,,,,Pigs - less than 1 year old
Iron dextran 10%,EFSA FEEDAP,2017,2921,critical study not identified,,,,Workers
Iron powder,EFSA CEF,2012,595,MTDI (provisional),=,0.8000000000,mg/kg bw/day,Consumers
Iron powder,EFSA CEF,2013,2208,MTDI (provisional),=,0.8000000000,mg/kg bw,Consumers
Iron powder,EFSA CEF,2013,2331,MTDI (provisional),=,0.8000000000,mg/kg bw/day,Consumers
Iron powder,EFSA CEF,2013,2331,critical study not identified,,,,Consumers
Iron powder,EFSA CEF,2013,2382,MTDI (provisional),=,0.8000000000,mg/kg bw/day,Consumers
Iron powder,EFSA CEF,2013,2391,MTDI (provisional),=,0.8000000000,mg/kg bw,Consumers
Iron powder,EFSA CEF,2013,2392,MTDI (provisional),=,0.8000000000,mg/kg bw,Consumers
Iron sulfate anhydrous,EFSA,2012,1320,ADI,=,0.8000000000,mg/kg bw/day,Consumers
Iron sulfate anhydrous,EFSA,2012,1320,ADI,=,12.5000000000,mg/kg bw/day,Consumers
Iron sulfate anhydrous,EFSA,2012,1320,AOEL,=,0.4000000000,mg/kg bw/day,Workers
Iron sulfate anhydrous,EFSA,2012,1320,AOEL,=,1.3000000000,mg/kg bw/day,Workers
Iron sulfate heptahydrate,EFSA,2012,1320,ADI,=,0.8000000000,mg/kg bw/day,Consumers
Iron sulfate heptahydrate,EFSA,2012,1320,ADI,=,12.5000000000,mg/kg bw/day,Consumers
Iron sulfate heptahydrate,EFSA,2012,1320,AOEL,=,0.4000000000,mg/kg bw/day,Workers
Iron sulfate heptahydrate,EFSA,2012,1320,AOEL,=,1.3000000000,mg/kg bw/day,Workers
Iron sulfate heptahydrate,EFSA FEEDAP,2014,2453,MSI/FC,=,250.0000000000,mg/kg,Pigs
Iron sulfate heptahydrate,EFSA FEEDAP,2014,2453,MSI/FC,=,450.0000000000,mg/kg,Cattle
Iron sulfate heptahydrate,EFSA FEEDAP,2014,2453,MSI/FC,=,450.0000000000,mg/kg,Poultry
Iron sulfate heptahydrate,EFSA FEEDAP,2014,2453,MSI/FC,=,500.0000000000,mg/kg,Goat
Iron sulfate heptahydrate,EFSA FEEDAP,2014,2453,MSI/FC,=,500.0000000000,mg/kg,Sheep
Iron sulfate heptahydrate,EFSA FEEDAP,2014,2453,MSI/FC,=,600.0000000000,mg/kg,Animal not used for food production - unspecified
Iron sulfate heptahydrate,EFSA FEEDAP,2014,2453,MSI/FC,=,750.0000000000,mg/kg,Animal for food production - unspecified
Iron sulfate heptahydrate,EFSA FEEDAP,2014,2453,MSI/FC,=,750.0000000000,mg/kg,Animal not used for food production - unspecified
Iron sulfate heptahydrate,EFSA FEEDAP,2016,2772,MSI/FC,=,450.0000000000,mg/kg,Cattle
Iron sulfate heptahydrate,EFSA FEEDAP,2016,2772,MSI/FC,=,450.0000000000,mg/kg,Poultry
Iron sulfate heptahydrate,EFSA FEEDAP,2016,2772,MSI/FC,=,600.0000000000,mg/kg,Animal not used for food production - unspecified
Iron sulfate monohydrate,EFSA,2012,1320,ADI,=,0.8000000000,mg/kg bw/day,Consumers
Iron sulfate monohydrate,EFSA,2012,1320,ADI,=,12.5000000000,mg/kg bw/day,Consumers
Iron sulfate monohydrate,EFSA,2012,1320,AOEL,=,0.4000000000,mg/kg bw/day,Workers
Iron sulfate monohydrate,EFSA,2012,1320,AOEL,=,1.3000000000,mg/kg bw/day,Workers
Iron sulfate monohydrate,EFSA FEEDAP,2014,2460,MSI/FC,<=,250.0000000000,mg/kg,Pigs - less than 1 year old
Iron sulfate monohydrate,EFSA FEEDAP,2014,2460,MSI/FC,<=,450.0000000000,mg/kg,Cattle
Iron sulfate monohydrate,EFSA FEEDAP,2014,2460,MSI/FC,<=,450.0000000000,mg/kg,Poultry
Iron sulfate monohydrate,EFSA FEEDAP,2014,2460,MSI/FC,<=,500.0000000000,mg/kg,Goat
Iron sulfate monohydrate,EFSA FEEDAP,2014,2460,MSI/FC,<=,600.0000000000,mg/kg,Animal not used for food production - unspecified
Iron sulfate monohydrate,EFSA FEEDAP,2014,2460,MSI/FC,<=,750.0000000000,mg/kg,Animal for food production - unspecified
Iron sulfate monohydrate,EFSA FEEDAP,2014,2460,MSI/FC,<=,750.0000000000,mg/kg,Animal not used for food production - unspecified
Iron sulfate monohydrate,EFSA FEEDAP,2014,2460,MSI/FC,<=,750.0000000000,mg/kg,Aquatic animal for food production - unspecified
Iron sulfate monohydrate,EFSA FEEDAP,2014,2460,MSI/FC,<=,750.0000000000,mg/kg,Aquatic animal not used for food production - unspecified
Iron sulfate monohydrate,EFSA FEEDAP,2016,2772,MSI/FC,=,450.0000000000,mg/kg,Cattle
Iron sulfate monohydrate,EFSA FEEDAP,2016,2772,MSI/FC,=,450.0000000000,mg/kg,Poultry
Iron sulfate monohydrate,EFSA FEEDAP,2016,2772,MSI/FC,=,600.0000000000,mg/kg,Animal not used for food production - unspecified
Iron(II),EFSA,2012,1320,ADI,=,0.8000000000,mg/kg bw/day,Consumers
Iron(II),EFSA,2012,1320,AOEL,=,0.4000000000,mg/kg bw/day,Workers
Isobornyl 2-methylbutyrate,EFSA AFC,2008,2262,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Isobornyl 2-methylbutyrate,EFSA CEF,2012,2129,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Isobornyl phenylacetate,EFSA AFC,2009,2304,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Isobutanol,EFSA CONTAM,2009,119,ARfD,<=,0.3000000000,mg/kg bw/day,Consumers
Isobutanol,EFSA FEEDAP,2012,615,MSI/FC,=,8.0000000000,mg/kg,Chicken for egg production
Isobutanol,EFSA FEEDAP,2012,615,MSI/FC,=,8.0000000000,mg/kg,Chicken for meat production
Isobutanol,EFSA FEEDAP,2012,615,MSI/FC,=,10.0000000000,mg/kg,Pigs - less than 1 year old
Isobutanol,EFSA FEEDAP,2012,615,MSI/FC,=,15.0000000000,mg/kg,Turkeys for meat production
Isobutanol,EFSA FEEDAP,2012,615,MSI/FC,=,16.0000000000,mg/kg,Cattle for milk production
Isobutanol,EFSA FEEDAP,2012,615,MSI/FC,=,17.0000000000,mg/kg,Pigs for meat production
Isobutanol,EFSA FEEDAP,2012,615,MSI/FC,=,17.0000000000,mg/kg,Pigs for reproduction
Isobutanol,EFSA FEEDAP,2012,615,MSI/FC,=,25.0000000000,mg/kg,Cats as pet
Isobutanol,EFSA FEEDAP,2012,615,MSI/FC,=,25.0000000000,mg/kg,Cattle for meat production
Isobutanol,EFSA FEEDAP,2012,615,MSI/FC,=,25.0000000000,mg/kg,Cattle for meat production - less than 1 year old
Isobutanol,EFSA FEEDAP,2012,615,MSI/FC,=,25.0000000000,mg/kg,Salmons
Isobutanol,EFSA FEEDAP,2012,615,MSI/FC,=,30.0000000000,mg/kg,Dogs as pet
Isobutanol,EFSA FEEDAP,2012,615,critical study not identified,,,,Consumers
Isobutanol,EFSA FEEDAP,2012,615,critical study not identified,,,,Workers
Isobutyl 2-methylbut-2(cis)-enoate,EFSA CEF,2010,2050,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Isobutyl 2-methylbut-2(cis)-enoate,EFSA CEF,2013,2375,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Isobutyl 2-methylbutyrate,EFSA AFC,2008,2241,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Isobutyl 2-methylbutyrate,EFSA CEF,2010,2067,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Isobutyl 2-methylprop-2-enoate,EFSA CEF,2010,2048,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
Isobutyl 2-methylprop-2-enoate,EFSA FAF,2019,3267,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Isobutyl N-methylanthranilate,EFSA AFC,2008,2284,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Isobutyl acetate,EFSA CONTAM,2012,2163,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Isobutyl acetate,EFSA FEEDAP,2012,615,MSI/FC,=,8.0000000000,mg/kg,Chicken for egg production
Isobutyl acetate,EFSA FEEDAP,2012,615,MSI/FC,=,8.0000000000,mg/kg,Chicken for meat production
Isobutyl acetate,EFSA FEEDAP,2012,615,MSI/FC,=,10.0000000000,mg/kg,Pigs - less than 1 year old
Isobutyl acetate,EFSA FEEDAP,2012,615,MSI/FC,=,15.0000000000,mg/kg,Turkeys for meat production
Isobutyl acetate,EFSA FEEDAP,2012,615,MSI/FC,=,16.0000000000,mg/kg,Cattle for milk production
Isobutyl acetate,EFSA FEEDAP,2012,615,MSI/FC,=,17.0000000000,mg/kg,Pigs for meat production
Isobutyl acetate,EFSA FEEDAP,2012,615,MSI/FC,=,17.0000000000,mg/kg,Pigs for reproduction
Isobutyl acetate,EFSA FEEDAP,2012,615,MSI/FC,=,25.0000000000,mg/kg,Cats as pet
Isobutyl acetate,EFSA FEEDAP,2012,615,MSI/FC,=,25.0000000000,mg/kg,Cattle for meat production
Isobutyl acetate,EFSA FEEDAP,2012,615,MSI/FC,=,25.0000000000,mg/kg,Cattle for meat production - less than 1 year old
Isobutyl acetate,EFSA FEEDAP,2012,615,MSI/FC,=,25.0000000000,mg/kg,Salmons
Isobutyl acetate,EFSA FEEDAP,2012,615,MSI/FC,=,30.0000000000,mg/kg,Dogs as pet
Isobutyl acetate,EFSA FEEDAP,2012,615,critical study not identified,,,,Consumers
Isobutyl acetate,EFSA FEEDAP,2012,615,critical study not identified,,,,Workers
Isobutyl anthranilate,EFSA AFC,2008,2284,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Isobutyl benzoate,EFSA AFC,2008,2281,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Isobutyl benzoate,EFSA CEF,2009,2011,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Isobutyl benzoate,EFSA FEEDAP,2012,607,critical study not identified,,,,Workers
Isobutyl beta-naphthyl ether,EFSA AFC,2008,2245,TTC Cramer Class III,=,1.5000000000,µg/kg bw/day,Consumers
Isobutyl beta-naphthyl ether,EFSA CEF,2011,2097,TTC Cramer Class III,=,1.5000000000,µg/kg bw/day,Consumers
Isobutyl butyrate,EFSA FEEDAP,2012,615,MSI/FC,=,8.0000000000,mg/kg,Chicken for egg production
Isobutyl butyrate,EFSA FEEDAP,2012,615,MSI/FC,=,8.0000000000,mg/kg,Chicken for meat production
Isobutyl butyrate,EFSA FEEDAP,2012,615,MSI/FC,=,10.0000000000,mg/kg,Pigs - less than 1 year old
Isobutyl butyrate,EFSA FEEDAP,2012,615,MSI/FC,=,15.0000000000,mg/kg,Turkeys for meat production
Isobutyl butyrate,EFSA FEEDAP,2012,615,MSI/FC,=,16.0000000000,mg/kg,Cattle for milk production
Isobutyl butyrate,EFSA FEEDAP,2012,615,MSI/FC,=,17.0000000000,mg/kg,Pigs for meat production
Isobutyl butyrate,EFSA FEEDAP,2012,615,MSI/FC,=,17.0000000000,mg/kg,Pigs for reproduction
Isobutyl butyrate,EFSA FEEDAP,2012,615,MSI/FC,=,25.0000000000,mg/kg,Cats as pet
Isobutyl butyrate,EFSA FEEDAP,2012,615,MSI/FC,=,25.0000000000,mg/kg,Cattle for meat production
Isobutyl butyrate,EFSA FEEDAP,2012,615,MSI/FC,=,25.0000000000,mg/kg,Cattle for meat production - less than 1 year old
Isobutyl butyrate,EFSA FEEDAP,2012,615,MSI/FC,=,25.0000000000,mg/kg,Salmons
Isobutyl butyrate,EFSA FEEDAP,2012,615,MSI/FC,=,30.0000000000,mg/kg,Dogs as pet
Isobutyl butyrate,EFSA FEEDAP,2012,615,critical study not identified,,,,Consumers
Isobutyl butyrate,EFSA FEEDAP,2012,615,critical study not identified,,,,Workers
Isobutyl cinnamate,EFSA CEF,2009,2015,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Isobutyl crotonate,EFSA CEF,2010,2050,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Isobutyl crotonate,EFSA CEF,2013,2375,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Isobutyl decanoate,EFSA AFC,2008,2252,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
