Substance,Author,Year,OutputID,Genotoxicity
Citral,EFSA FEEDAP,2011,248,No data
Citral,EFSA FEEDAP,2016,2841,Not determined
Citral diethyl acetal,EFSA CEF,2009,2012,Not determined
Citral diethyl acetal,EFSA CEF,2009,2027,Negative
Citral diethyl acetal,EFSA FAF,2020,3381,Negative
Citral dimethyl acetal,EFSA CEF,2009,2012,Not determined
Citral dimethyl acetal,EFSA CEF,2009,2027,Negative
Citral dimethyl acetal,EFSA FAF,2020,3381,Negative
Citranaxanthin,EFSA FEEDAP,2006,258,No data
Citric acid,EFSA ANS,2016,2876,No data
Citric acid,EFSA FEEDAP,2015,2614,No data
Citric acid,EFSA FEEDAP,2015,2615,No data
Citric acid and sodium hydrogen carbonate mixture,EFSA CEF,2013,2205,No data
Citric acid and sodium hydrogen carbonate mixture,EFSA CEF,2016,2852,No data
Citric acid esters of mono- and diglycerides of fatty acids (E 472c),EFSA FAF,2020,3498,Negative
Citrinin,EFSA CONTAM,2012,588,Positive
Citronella oil,EFSA,2012,1318,Not determined
Citronellal,EFSA CEF,2010,2050,Negative
Citronellal,EFSA CEF,2013,2375,Negative
Citronellal,EFSA FEEDAP,2016,2864,Not determined
Citronellic acid,EFSA CEF,2010,2050,Negative
Citronellic acid,EFSA CEF,2013,2375,Negative
Citronellic acid,EFSA FEEDAP,2016,2864,Not determined
Citronellol,EFSA CEF,2010,2050,Negative
Citronellol,EFSA CEF,2013,2375,Negative
Citronellol,EFSA FEEDAP,2016,2864,Not determined
Citronellyl 2-methylbut-2-enoate,EFSA CEF,2010,2037,Not determined
Citronellyl acetate,EFSA FEEDAP,2016,2864,Not determined
Citronellyl butyrate,EFSA FEEDAP,2016,2864,Not determined
Citronellyl decanoate,EFSA AFC,2004,2025,Negative
Citronellyl decanoate,EFSA AFC,2008,2240,Negative
Citronellyl decanoate,EFSA CEF,2011,2068,Negative
Citronellyl decanoate,EFSA CEF,2011,2114,Negative
Citronellyl decanoate,EFSA CEF,2013,2180,Negative
Citronellyl dodecanoate,EFSA AFC,2004,2025,Negative
Citronellyl dodecanoate,EFSA AFC,2008,2240,Negative
Citronellyl dodecanoate,EFSA CEF,2011,2068,Negative
Citronellyl dodecanoate,EFSA CEF,2011,2114,Negative
Citronellyl dodecanoate,EFSA CEF,2013,2180,Negative
Citronellyl formate,EFSA FEEDAP,2016,2864,Not determined
Citronellyl hexanoate,EFSA AFC,2004,2025,Negative
Citronellyl hexanoate,EFSA AFC,2008,2240,Negative
Citronellyl hexanoate,EFSA CEF,2011,2068,Negative
Citronellyl hexanoate,EFSA CEF,2011,2114,Negative
Citronellyl hexanoate,EFSA CEF,2013,2180,Negative
Citronellyl phenylacetate,EFSA AFC,2008,2253,Not determined
Citronellyl phenylacetate,EFSA CEF,2009,2010,Not determined
Citronellyl propionate,EFSA FEEDAP,2016,2864,Not determined
Class I Plain Caramel,EFSA ANS,2011,480,Negative
Class II Caustic Sulphite Caramel,EFSA ANS,2011,480,Negative
Class III Ammonia Caramel,EFSA ANS,2011,480,Negative
Class IV Sulphite Ammonia Caramel,EFSA ANS,2011,480,No data
Clethodim,EFSA,2010,1242,Negative
Clethodim,EFSA,2011,1299,Negative
Clinoptilolite,EFSA CEF,2013,2208,Negative
Clinoptilolite,EFSA FEEDAP,2013,2171,No data
Clodinafop-propargyl,EFSA,2005,1372,Negative
Clodinafop-propargyl,EFSA,2018,3130,Negative
Clodinafop-propargyl,EFSA PPR,2020,3700,Negative
Clofentezine,EFSA,2009,1182,Negative
Clomazone,EFSA,2007,1106,Negative
Clothianidin,EFSA,2013,1366,No data
Clothianidin,EFSA,2013,1367,No data
Clothianidin,EFSA,2015,2685,No data
Clothianidin,EFSA,2016,2882,No data
Clothianidin,EFSA,2018,3039,No data
Clothianidin,EFSA PPR,2012,775,No data
Clove oil,EFSA,2012,1313,No data
"Coated sodium carbonate peroxyhydrate, sodium carbonate, anhydrous sodium chloride and activated calcium bentonite mixture",EFSA CEF,2013,2206,No data
Cobalt (total),EFSA FEEDAP,2012,612,No data
Cobalt acetate tetrahydrate,EFSA FEEDAP,2012,612,Positive
Cobalt carbonate 46%,EFSA FEEDAP,2012,196,Positive
Cobalt stearate,EFSA CEF,2011,466,No data
Cobalt stearate,EFSA CEF,2012,599,No data
Cobalt sulphate heptahydrate,EFSA FEEDAP,2012,612,Positive
Cobalt(II) chloride hexahydrate,EFSA ANS,2009,501,Positive
Cobalt(II) derivatives,EFSA FEEDAP,2009,260,Positive
"Cochineal, carminic acid, carmines (E 120)",EFSA ANS,2015,2709,Negative
Codeine,EFSA CONTAM,2011,113,Negative
Codeine,EFSA CONTAM,2018,3098,Negative
Complexation product of sodium tartrates and iron(III) chloride,EFSA ANS,2015,2605,Negative
Complexation product of sodium tartrates and iron(III) chloride,EFSA FEEDAP,2015,2651,Negative
Congo Red,EFSA AFC,2005,388,Positive
"Conjugated linoleic acid (t10,c12 isomer)-methylester",EFSA FEEDAP,2016,2728,Negative
"Conjugated linoleic acid (t10,c12 isomer)-methylester",EFSA FEEDAP,2019,3176,No data
Conjugated linoleic acid rich oil,EFSA NDA,2010,21,Negative
Conjugated linoleic acid rich oil,EFSA NDA,2010,22,Negative
Conjugated linoleic acid rich oil,EFSA NDA,2012,2132,No data
Copolymer of acrylic acid and 2-ethylhexyl acrylate,EFSA AFC,2004,342,No data
"Copolymer of butadiene, ethyl acrylate, methyl methacrylate, styrene",EFSA CEF,2014,2473,No data
"Copolymer of butadiene, ethyl acrylate, methyl methacrylate, styrene crosslinked with 1,3 butanediol dimethacrylate",EFSA CEF,2014,2473,No data
"Copolymer of butadiene, ethyl acrylate, methyl methacrylate, styrene crosslinked with divinylbenzene",EFSA CEF,2014,2473,No data
"Copolymer of butadiene, styrene, methyl methacrylate, butyl acrylate, crosslinked with 1,3-butanediol dimethacrylate",EFSA CEF,2011,445,Negative
"Copolymer of butadiene, styrene, methyl methacrylate, butyl acrylate, crosslinked with 1,3-butanediol dimethacrylate",EFSA CEF,2016,2875,Negative
"Copolymer of butadiene, styrene, methyl methacrylate, butyl acrylate, crosslinked with divinylbenzene",EFSA CEF,2011,445,Negative
"Copolymer of butadiene, styrene, methyl methacrylate, butyl acrylate, crosslinked with divinylbenzene",EFSA CEF,2016,2875,Negative
"Copolymer of butadiene, styrene, methyl methacrylate, cross-linked with 1,3- butanediol dimethacrylate",EFSA CEF,2011,444,Negative
"Copolymer of butyl acrylate, methyl methacrylate, butyl methacrylate",EFSA CEF,2009,421,No data
"Copolymer of butyl acrylate, methyl methacrylate, butyl methacrylate",EFSA CEF,2011,467,No data
"Copolymer of butyl acrylate, methyl methacrylate, cross-linked with allyl methacrylate",EFSA CEF,2009,421,No data
"Copolymer of butyl acrylate, methyl methacrylate, styrene",EFSA CEF,2009,421,No data
"Copolymer of butyl methacrylate, ethyl acrylate, methyl methacrylate",EFSA CEF,2009,421,No data
"Copolymer of ethyl acrylate, methyl methacrylate",EFSA ANS,2010,455,Negative
"Copolymer of ethyl acrylate, methyl methacrylate",EFSA CEF,2009,421,No data
"Copolymer of ethyl acrylate, methyl methacrylate",EFSA CEF,2011,468,No data
Copolymer of isobutylene and butene,EFSA AFC,2007,329,No data
"Copolymer of maleic anhydride and styrene, sodium salt",EFSA AFC,2004,341,Negative
"Copolymer of methacrylic acid, 2,3-epoxypropyl ester, and acrylic and/or methacrylic acid alkyl (C1-C4) esters",EFSA CEF,2012,474,Negative
"Copolymer of methacrylic acid, methyl methacrylate and methyl acrylate",EFSA ANS,2010,456,Negative
"Copolymer of methyl methacrylate, butyl acrylate, styrene, glycidyl methacrylate",EFSA CEF,2011,446,Negative
Copolymer of poly(12-hydroxystearic acid) and polyethyleneimine,EFSA CEF,2009,418,No data
Copolymer of poly(12-hydroxystearic acid) and polyethyleneimine,EFSA CEF,2011,447,Negative
"Copolymer of polyethylene terephthalate, hydroxylated polybutadiene, pyromellitic anhydride",EFSA CEF,2011,466,No data
Copolymer of polyvinylpyrrolidone and vinyl acetate,EFSA ANS,2012,498,No data
"Copolymer of terephthalic acid, dimethyl ester, polymer with 1,4-butanediol, cyclized, polymers with glycidyl methacrylate, hydroxyl-terminated polybutadiene, methyl methacrylate and styrene",EFSA CEF,2012,599,No data
Copper (I) oxide,EFSA,2008,1153,Ambiguous
Copper (I) oxide,EFSA,2013,2364,No data
Copper (I) oxide,EFSA,2018,3032,Negative
Copper (I) oxide,EFSA FEEDAP,2016,2838,No data
Copper (I) oxide formulation (Nordox 75 WG),EFSA,2008,1153,No data
Copper (I) oxide formulation (Nordox 75 WG),EFSA,2018,3032,No data
Copper (total),EFSA FEEDAP,2012,2158,Negative
Copper (total),EFSA FEEDAP,2013,2191,No data
Copper (total),EFSA FEEDAP,2014,2535,Positive
Copper (total),EFSA NDA,2015,3317,No data
Copper (total),SCF,2003,3385,Ambiguous
Copper L-aspartate,EFSA ANS,2008,558,No data
Copper amino acid chelate,EFSA ANS,2009,506,No data
"Copper bis(glycinate-N,O)",EFSA AFC,2008,380,No data
Copper chelate of L-lysinate-HCl,EFSA FEEDAP,2014,2535,Negative
Copper chelate of ethylenediamine,EFSA FEEDAP,2021,3974,Not determined
Copper chelate of hydroxy analogue of methionine,EFSA FEEDAP,2008,163,Negative
Copper chelate of hydroxy analogue of methionine,EFSA FEEDAP,2009,174,No data
Copper chelates of lysine and glutamic acid,EFSA FEEDAP,2019,3229,No data
Copper chloride,EFSA,2018,3032,Negative
Copper compounds,EFSA,2018,3032,Negative
Copper gluconate,EFSA,2013,2364,No data
Copper hydroxide,EFSA,2008,1153,Ambiguous
Copper hydroxide,EFSA,2013,2364,No data
Copper hydroxide,EFSA,2018,3032,Negative
Copper hydroxide formulation (Funguran-OH 50 WP),EFSA,2018,3032,No data
Copper hydroxide formulation (Kocide 101),EFSA,2008,1153,No data
Copper hydroxide phosphate,EFSA CEF,2010,431,No data
Copper sulfate,EFSA,2008,1153,No data
Copper sulfate,EFSA,2013,2364,No data
Copper sulfate,EFSA,2018,3032,Negative
Copper(II) ethanolamine phosphate,EFSA ANS,2009,575,No data
Copper(II) oxide,EFSA ANS,2009,515,No data
Copper(II) oxide,EFSA FEEDAP,2015,2631,Negative
Coriander seed oil,EFSA NDA,2013,2415,Negative
Coumarin,EFSA AFC,2004,2017,Negative
Coumarin,EFSA AFC,2008,2271,Negative
Cranberry extract powder,EFSA NDA,2017,2950,Negative
Creatine monohydrate,EFSA AFC,2004,361,Negative
Cross-linked sodium carboxy methyl cellulose,EFSA ANS,2018,3021,Negative
Crude glycerine (from biodiesel production),EFSA CONTAM,2010,122,No data
Cryptoxanthin,EFSA FEEDAP,2006,258,Negative
Cu-chlorophyllins E 141(ii),EFSA ANS,2015,2666,Not determined
Cu-chlorophyllins E 141(ii),EFSA FEEDAP,2016,2764,No data
Cu-chlorophylls E 141(i),EFSA ANS,2015,2666,Not determined
Cu-chlorophylls E 141(i),EFSA FEEDAP,2016,2764,No data
Cumin tincture (Cuminum cyminum L.),EFSA FEEDAP,2018,3079,No data
"Cupric acetate, monohydrate",EFSA FEEDAP,2015,2631,Ambiguous
"Cupric chelate of amino acids, hydrate",EFSA FEEDAP,2013,2191,No data
"Cupric chelate of amino acids, hydrate",EFSA FEEDAP,2015,2631,Ambiguous
"Cupric chelate of glycine, hydrate",EFSA FEEDAP,2015,2631,Ambiguous
"Cupric chloride, dihydrate",EFSA FEEDAP,2015,2631,Ambiguous
Cupric sulphate pentahydrate,EFSA FEEDAP,2012,2158,Negative
Cupric sulphate pentahydrate,EFSA FEEDAP,2015,2631,Ambiguous
Curcumin,EFSA ANS,2010,458,Negative
Cyanamide,EFSA,2010,1258,Other
Cyanide,EFSA AFC,2004,2018,Negative
Cyanidin,EFSA ANS,2013,2199,Negative
Cyanogenic glycosides,EFSA CONTAM,2007,99,Not applicable
Cyanogenic glycosides,EFSA CONTAM,2016,2802,No data
Cyanogenic glycosides,EFSA CONTAM,2019,3213,No data
Cyantraniliprole,EFSA,2014,2551,Negative
Cyanuric acid,"EFSA CEF, EFSA CONTAM",2010,86,Negative
Cyanuric acid,EFSA CONTAM,2007,85,Negative
Cyazofamid,EFSA,2016,2836,Negative
Cyazofamid,EFSA PPR,2020,3746,Negative
Cyazofamid metabolite (CCIM),EFSA,2016,2836,Not determined
Cyazofamid metabolite (CCIM-AM),EFSA,2016,2836,No data
Cyazofamid metabolite (CTCA),EFSA,2016,2836,No data
Cyazofamid metabolite (DMSA),EFSA,2016,2836,No data
Cyclanilide,EFSA PPR,2012,775,No data
Cyclaniliprole,EFSA,2016,2803,Negative
Cyclaniliprole metabolite (BCPBA),EFSA,2016,2803,Not determined
Cyclaniliprole metabolite (BPQO),EFSA,2016,2803,Not determined
Cyclaniliprole metabolite (NK-1375),EFSA,2016,2803,Not determined
Cyclaniliprole metabolite (NSY-28),EFSA,2016,2803,No data
Cyclaniliprole metabolite (YT-1327),EFSA,2016,2803,Not determined
Cyclic oligomers of (butylene terephthalate),EFSA CEF,2009,425,Negative
Cyclogeranyl acetate,EFSA AFC,2005,2093,Not determined
Cyclogeranyl acetate,EFSA AFC,2008,2269,Not determined
Cyclogeranyl acetate,EFSA CEF,2011,2070,Not determined
Cyclogeranyl acetate,EFSA CEF,2012,2166,Not determined
Cyclogeranyl acetate,EFSA CEF,2013,2374,Not determined
Cyclogeranyl acetate,EFSA CEF,2014,2779,Not determined
Cyclohexane,EFSA CONTAM,2012,602,Negative
Cyclohexanecarboxylic acid,EFSA AFC,2008,2286,Not determined
Cyclohexanecarboxylic acid,EFSA CEF,2012,2130,Not determined
Cyclohexanecarboxylic acid,EFSA CEF,2013,2376,Not determined
Cyclohexanecarboxylic acid,EFSA CEF,2014,2561,No data
Cyclohexanol,EFSA AFC,2005,2061,Not determined
Cyclohexanol,EFSA AFC,2009,2301,Not determined
Cyclohexanol,EFSA CEF,2010,2059,Negative
Cyclohexanol,EFSA CEF,2011,2113,Not determined
Cyclohexanol,EFSA CEF,2012,2140,Not determined
Cyclohexanol,EFSA CEF,2014,2563,Negative
Cyclohexanol,EFSA CEF,2015,2693,Negative
Cyclohexanol,EFSA CONTAM,2009,119,Ambiguous
Cyclohexanone,EFSA AFC,2008,2283,Not determined
Cyclohexanone,EFSA CEF,2012,2128,Negative
Cyclohexanone,EFSA CEF,2016,2733,Negative
Cyclohexanone,EFSA CONTAM,2009,119,Ambiguous
Cyclohexyl acetate,EFSA AFC,2008,2283,Not determined
Cyclohexyl acetate,EFSA CEF,2012,2128,Not determined
Cyclohexyl acetate,EFSA CEF,2016,2733,Negative
Cyclohexyl acetate,EFSA FEEDAP,2016,2822,Not determined
Cyclohexyl anthranilate,EFSA AFC,2008,2284,Not determined
Cyclohexyl anthranilate,EFSA CEF,2011,2078,Negative
Cyclohexyl butyrate,EFSA AFC,2008,2283,Not determined
Cyclohexyl butyrate,EFSA CEF,2011,2078,Negative
Cyclohexyl butyrate,EFSA CEF,2012,2128,Not determined
Cyclohexyl butyrate,EFSA CEF,2016,2733,Negative
Cyclohexyl cinnamate,EFSA CEF,2009,2015,Not determined
Cyclohexyl formate,EFSA AFC,2008,2283,Not determined
Cyclohexyl formate,EFSA CEF,2012,2128,Not determined
Cyclohexyl formate,EFSA CEF,2016,2733,Negative
Cyclohexyl isovalerate,EFSA AFC,2008,2283,Not determined
Cyclohexyl isovalerate,EFSA CEF,2012,2128,Not determined
Cyclohexyl isovalerate,EFSA CEF,2016,2733,Negative
Cyclohexyl propionate,EFSA AFC,2008,2283,Not determined
Cyclohexyl propionate,EFSA CEF,2012,2128,Not determined
Cyclohexyl propionate,EFSA CEF,2016,2733,Negative
"Cyclohexyl, 2-methylene-5-(1-methylethenyl) acetate",EFSA CEF,2011,2087,Negative
"Cyclohexyl, 2-methylene-5-(1-methylethenyl) acetate",EFSA CEF,2012,2128,Negative
"Cyclohexyl, 2-methylene-5-(1-methylethenyl) acetate",EFSA CEF,2016,2733,Negative
Cyclohexylacetic acid,EFSA AFC,2008,2286,Not determined
Cyclohexylacetic acid,EFSA CEF,2012,2130,Not determined
Cyclohexylacetic acid,EFSA CEF,2013,2376,Not determined
Cyclohexylacetic acid,EFSA CEF,2014,2561,No data
Cyclohexylmethylpyrazine,EFSA AFC,2008,2242,Negative
Cyclohexylmethylpyrazine,EFSA CEF,2011,2075,Negative
Cyclopenta[cd]pyrene,EFSA CONTAM,2008,77,Positive
Cyclopentanethiol,EFSA CEF,2010,2042,No data
Cyclopentanethiol,EFSA CEF,2011,2121,No data
Cyclopentanol,EFSA AFC,2005,2061,Not determined
Cyclopentanol,EFSA AFC,2009,2301,Negative
Cyclopentanol,EFSA CEF,2010,2059,Not determined
Cyclopentanol,EFSA CEF,2011,2113,Negative
Cyclopentanol,EFSA CEF,2012,2140,Negative
Cyclopentanol,EFSA CEF,2014,2563,Negative
Cyclopentanol,EFSA CEF,2015,2693,Negative
Cyclopentanone,EFSA AFC,2008,2283,Not determined
Cyclopentanone,EFSA CEF,2012,2128,Not determined
Cyclopentanone,EFSA CEF,2016,2733,Negative
Cyclopropanecarboxylic acid (2-isopropyl-5-methyl-cyclohexyl)-amide,EFSA CEF,2011,2105,Not determined
Cyclopropanecarboxylic acid (2-isopropyl-5-methyl-cyclohexyl)-amide,EFSA CEF,2014,2572,Negative
Cyclotetradecanone,EFSA AFC,2005,2061,Not determined
Cyclotetradecanone,EFSA AFC,2009,2301,Not determined
Cyclotetradecanone,EFSA CEF,2010,2059,Not determined
Cyclotetradecanone,EFSA CEF,2011,2113,Not determined
Cyclotetradecanone,EFSA CEF,2012,2140,Not determined
Cycloxydim,EFSA,2010,1221,Negative
Cyflufenamid,EFSA,2009,1180,Negative
Cyflufenamid,EFSA,2021,3945,No data
Cyflufenamid formulation (NF-149EW),EFSA,2009,1180,No data
Cyflumetofen,EFSA,2012,1311,Negative
Cyflumetofen,EFSA,2016,2897,No data
Cyflumetofen,EFSA,2021,3925,Negative
Cyflumetofen metabolite (A-2),EFSA,2021,3925,Negative
Cyhalofop diacid,EFSA,2015,2758,Negative
Cyhalofop-butyl,EFSA,2015,2758,Negative
Cyhalofop-butyl formulation (GF-2299),EFSA,2015,2758,No data
Cyhalothrin,EFSA,2014,2456,Negative
Cyhexatin,EFSA PPR,2012,775,No data
Cymoxanil,EFSA,2008,1136,Negative
Cymoxanil formulation (Cymoxanil 50 WP),EFSA,2008,1136,No data
"Cynanchum wilfordii Hemsley, Phlomis umbrosa Turcz. and Angelica gigas Nakai extract (EstroG-100)",EFSA NDA,2017,2951,No data
Cypermethrin,EFSA,2009,1162,No data
Cypermethrin,EFSA,2018,3129,Negative
Cypermethrin,EFSA,2019,3296,No data
Cyproconazole,EFSA,2010,1265,Negative
Cyproconazole,EFSA,2021,3946,No data
Cyproconazole,EFSA PPR,2009,927,No data
Cyproconazole metabolite (M21/21a),EFSA,2010,1265,Negative
Cyproconazole metabolite (M36(Z2)),EFSA,2010,1265,Negative
Cyprodinil,EFSA,2006,1062,Negative
Cyprodinil,EFSA,2021,3944,No data
Cyprodinil,EFSA PPR,2006,622,No data
Cyprodinil formulation (UNIX 75 WG),EFSA,2006,1062,No data
Cyromazine,EFSA,2008,1137,Negative
D(-)-ribose,EFSA NDA,2018,3091,Negative
D(-)-ribose,EFSA NDA,2018,3142,No data
"D,L-Isoleucine",EFSA AFC,2008,2288,Negative
"D,L-Isoleucine",EFSA FEEDAP,2014,2464,Not determined
"D,L-Lysine",EFSA AFC,2008,2268,Negative
"D,L-Lysine",EFSA AFC,2010,2234,Negative
"D,L-Serine",EFSA AFC,2008,2268,Negative
"D,L-Serine",EFSA AFC,2010,2234,Negative
"D,L-Serine",EFSA FEEDAP,2014,2464,Not determined
"D,L-Threonine",EFSA AFC,2008,2268,Negative
"D,L-Threonine",EFSA AFC,2010,2234,Negative
D-(+)-biotin,EFSA FEEDAP,2012,2148,No data
D-(+)-biotin,EFSA FEEDAP,2012,2149,No data
D-(+)-biotin,EFSA NDA,2014,3304,No data
D-Glucurono-gamma-lactone,EFSA ANS,2009,574,Negative
D-Glyceric acid,EFSA FEEDAP,2020,3566,No data
D-Panthenol,EFSA FEEDAP,2011,183,No data
D-Panthenol,EFSA FEEDAP,2011,184,No data
D-alpha-Tocopheryl polyethylene glycol-1000 succinate,EFSA AFC,2007,386,Negative
D-alpha-Tocotrienol,EFSA ANS,2009,522,No data
D-alpha-tocopheryl acetate,EFSA CEF,2016,2786,Negative
D-alpha-tocopheryl acetate,EFSA FEEDAP,2010,178,Negative
D-alpha-tocopheryl acid succinate,EFSA AFC,2005,372,Negative
D-beta-Tocopherol,EFSA ANS,2009,522,No data
D-beta-Tocotrienol,EFSA ANS,2009,522,No data
D-delta-Tocopherol,EFSA ANS,2009,522,No data
D-delta-Tocopherol,EFSA ANS,2015,2696,Negative
D-delta-Tocotrienol,EFSA ANS,2009,522,No data
D-gamma-Tocopherol,EFSA ANS,2009,522,No data
D-gamma-Tocopherol,EFSA ANS,2015,2696,Negative
D-gamma-Tocotrienol,EFSA ANS,2009,522,No data
D-tagatose,EFSA NDA,2016,2891,No data
DDT,EFSA CONTAM,2006,73,Negative
DE-535 pyridinone,EFSA,2014,2585,No data
DHA and EPA-rich algal oil,EFSA NDA,2014,2559,Negative
DL-Alanine,EFSA AFC,2008,2288,Negative
DL-Borneol,EFSA AFC,2008,2264,Not determined
DL-Borneol,EFSA CEF,2012,2126,Not determined
DL-Borneol,EFSA CEF,2014,2566,Ambiguous
DL-Borneol,EFSA FEEDAP,2016,2822,Not determined
DL-Bornyl acetate,EFSA AFC,2008,2264,Not determined
DL-Bornyl acetate,EFSA CEF,2012,2126,Not determined
DL-Bornyl acetate,EFSA CEF,2014,2566,Not determined
DL-Bornyl acetate,EFSA FEEDAP,2016,2822,Not determined
DL-Bornyl butyrate,EFSA AFC,2008,2264,Not determined
DL-Bornyl butyrate,EFSA CEF,2011,2078,Negative
DL-Bornyl butyrate,EFSA CEF,2012,2126,Not determined
DL-Bornyl butyrate,EFSA CEF,2014,2566,Not determined
DL-Bornyl formate,EFSA AFC,2008,2264,Not determined
DL-Bornyl formate,EFSA CEF,2012,2126,Not determined
DL-Bornyl formate,EFSA CEF,2014,2566,Not determined
DL-Bornyl isovalerate,EFSA AFC,2008,2264,Not determined
DL-Bornyl isovalerate,EFSA CEF,2012,2126,Not determined
DL-Bornyl isovalerate,EFSA CEF,2014,2566,Not determined
DL-Bornyl valerate,EFSA AFC,2008,2264,Not determined
DL-Bornyl valerate,EFSA CEF,2011,2078,Negative
DL-Bornyl valerate,EFSA CEF,2012,2126,Not determined
DL-Bornyl valerate,EFSA CEF,2014,2566,Not determined
DL-Isoborneol,EFSA AFC,2008,2264,Not determined
DL-Isoborneol,EFSA CEF,2012,2126,Not determined
DL-Isoborneol,EFSA CEF,2014,2566,Not determined
DL-Isoborneol,EFSA FEEDAP,2016,2822,Not determined
DL-Isobornyl acetate,EFSA AFC,2008,2264,Not determined
DL-Isobornyl acetate,EFSA CEF,2012,2126,Not determined
DL-Isobornyl acetate,EFSA CEF,2014,2566,Not determined
DL-Isobornyl acetate,EFSA FEEDAP,2016,2822,Not determined
DL-Isobornyl formate,EFSA AFC,2008,2264,Not determined
DL-Isobornyl formate,EFSA CEF,2012,2126,Not determined
DL-Isobornyl formate,EFSA CEF,2014,2566,Not determined
DL-Isobornyl isobutyrate,EFSA AFC,2008,2262,Not determined
DL-Isobornyl isobutyrate,EFSA CEF,2012,2129,Not determined
DL-Isobornyl isovalerate,EFSA AFC,2008,2264,Not determined
DL-Isobornyl isovalerate,EFSA CEF,2012,2126,Not determined
DL-Isobornyl isovalerate,EFSA CEF,2014,2566,Not determined
DL-Isobornyl propionate,EFSA AFC,2008,2264,Not determined
DL-Isobornyl propionate,EFSA CEF,2012,2126,Not determined
DL-Isobornyl propionate,EFSA CEF,2014,2566,Ambiguous
DL-Methionine sodium salt,EFSA FEEDAP,2012,190,No data
DL-Methionine technically pure protected with copolymer vinylpyridine/styrene,EFSA FEEDAP,2012,190,No data
DL-Methionine technically pure protected with ethylcellulose,EFSA FEEDAP,2012,190,No data
DL-Phenylalanine,EFSA AFC,2008,2288,Negative
DL-Valine,EFSA AFC,2008,2288,Negative
DL-methionyl-DL-methionine,EFSA FEEDAP,2015,2617,No data
DMP+PMP EC 320,EFSA,2018,3028,No data
DNSH,EFSA CONTAM,2015,2663,No data
Dazomet,EFSA,2010,1249,Negative
Dazomet formulation (Basamid Granular),EFSA,2010,1249,No data
Dec-1-en-3-ol,EFSA CEF,2012,2146,Ambiguous
Dec-1-en-3-ol,EFSA CEF,2016,2850,Negative
Dec-1-en-3-ol,EFSA CEF,2017,2903,Negative
Dec-2-en-1-ol,EFSA CEF,2014,2498,Ambiguous
Dec-2-en-1-ol,EFSA CEF,2018,3155,Negative
Dec-2-en-1-ol,EFSA FAF,2020,3382,Negative
Dec-2-enal,EFSA CEF,2014,2498,Ambiguous
Dec-2-enal,EFSA CEF,2018,3155,Negative
Dec-2-enal,EFSA FAF,2020,3382,Negative
"Dec-2-eno-1,5-lactone",EFSA CEF,2011,2104,Not determined
Dec-2-enoic acid,EFSA CEF,2010,2049,Not determined
Dec-2-enoic acid,EFSA CEF,2011,2078,Negative
Dec-2-enoic acid,EFSA FAF,2020,3382,Negative
Dec-3-en-2-one,EFSA,2015,2591,Ambiguous
Dec-3-en-2-one,EFSA CEF,2012,2165,Ambiguous
Dec-3-en-2-one,EFSA FAF,2019,3259,Negative
Dec-3-enoic acid,EFSA AFC,2004,2025,Negative
Dec-3-enoic acid,EFSA AFC,2008,2240,Negative
Dec-3-enoic acid,EFSA CEF,2011,2068,Negative
Dec-3-enoic acid,EFSA CEF,2011,2114,Negative
Dec-3-enoic acid,EFSA CEF,2013,2180,Negative
Dec-4(cis)-enal,EFSA CEF,2013,2180,Negative
Dec-4-enoic acid,EFSA AFC,2008,2251,Negative
Dec-4-enoic acid,EFSA CEF,2010,2055,Not determined
"Dec-7-eno-1,4-lactone",EFSA AFC,2005,2122,Negative
"Dec-7-eno-1,4-lactone",EFSA AFC,2009,2306,Negative
"Dec-7-eno-1,4-lactone",EFSA CEF,2011,2100,Not determined
"Dec-7-eno-1,4-lactone",EFSA CEF,2012,2125,Not determined
"Dec-8-eno-1,5-lactone",EFSA AFC,2009,2306,Negative
"Dec-8-eno-1,5-lactone",EFSA CEF,2011,2100,Not determined
"Dec-8-eno-1,5-lactone",EFSA CEF,2012,2125,Not determined
Dec-9-en-1-ol,EFSA AFC,2004,2025,Negative
Dec-9-en-1-ol,EFSA AFC,2008,2240,Negative
Dec-9-en-1-ol,EFSA CEF,2011,2068,Negative
Dec-9-en-1-ol,EFSA CEF,2011,2114,Negative
Dec-9-en-1-ol,EFSA CEF,2013,2180,Negative
Dec-9-enal,EFSA AFC,2008,2251,Negative
Dec-9-enal,EFSA CEF,2010,2055,Not determined
"Deca-(2E,4E)-dienoic acid isobutyl-amide",EFSA AFC,2008,2263,Negative
"Deca-(2E,4E)-dienoic acid isobutyl-amide",EFSA CEF,2011,2080,Negative
"Deca-(2E,4E)-dienoic acid isobutyl-amide",EFSA CEF,2015,2601,Negative
"Deca-2(trans),4(trans)-dienal",EFSA CEF,2009,2290,Ambiguous
"Deca-2(trans),4(trans)-dienal",EFSA CEF,2014,2484,Ambiguous
"Deca-2(trans),4(trans)-dienal",EFSA CEF,2018,3045,Negative
"Deca-2(trans),4(trans)-dienal",EFSA FAF,2019,3258,Negative
"Deca-2,4,7-trienal",EFSA CEF,2009,2290,Ambiguous
"Deca-2,4,7-trienal",EFSA CEF,2014,2484,Ambiguous
"Deca-2,4,7-trienal",EFSA CEF,2018,3045,Negative
"Deca-2,4,7-trienal",EFSA FAF,2019,3258,Negative
